"waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Spalanie W Mieœcie","Typ nadwozia","Emisja CO2","Liczba drzwi","Liczba miejsc","Kolor","Rodzaj koloru","VAT mar¿a","Kraj pochodzenia","Bezwypadkowy","Serwisowany w ASO","Stan","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Op³ata pocz¹tkowa","Miesiêczna rata","Liczba pozosta³ych rat","Okres gwarancji producenta","Wartoœæ wykupu","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Spalanie W Cyklu Mieszanym","Spalanie Poza Miastem","Homologacja ciê¿arowa","Gwarancja dealerska (w cenie)","Zarejestrowany jako zabytek","lub do (przebieg km)","Uszkodzony","Kierownica po prawej (Anglik)","Tuning"
"PLN","260 700","Firmy","Osobowe","Audi","Q5",NA,"FY (2017-)","2022","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","56 900","Osoby prywatnej","Osobowe","Audi","Q3","2.0 TDI",NA,"2012","249 999 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","6,20 l/100km","SUV","137 g/km","5","5","Czarny","Metalik","Tak",NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","299 990","Firmy","Osobowe","Audi","A6","50 TDI mHEV Quattro Sport Tiptronic","C8 (2018-)","2018","40 000 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)","7 l/100km","Sedan","151 g/km","4","5","Szary","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane",NA,"Tak","Tak",NA,NA,NA,NA,NA,"24/07/2018","VU8614",NA,"Tak","Tak",NA,NA,NA,NA,NA,"100 000 km",NA,NA,NA
"PLN","27 500","Osoby prywatnej","Osobowe","Audi","A3","1.4 TFSI Sportback","8P (2003-2012)","2009","171 422 km","1 390 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a","7,30 l/100km","Kompakt","134 g/km","5","5","Szary","Metalik",NA,"Szwajcaria","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,"14/05/2009","OKL48398","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","293 800","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","381 800","Firmy","Osobowe","Audi","e-tron",NA,NA,"2021","5 km",NA,"Elektryczny","408 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","295 400","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","277 500","Firmy","Osobowe","Audi","A5",NA,"F5 (2016-)","2021","5 km","1 984 cm3","Benzyna","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Coupe",NA,"5","5","Szary","Per³owy",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","8 400","Osoby prywatnej","Osobowe","Audi","A6",NA,"C5 (1997-2004)","1999","349 000 km","1 781 cm3","Benzyna","149 KM","Manualna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Czerwony",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"12/01/1999","PL3619E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","8 400","Osoby prywatnej","Osobowe","Audi","A6",NA,"C5 (1997-2004)","1999","349 000 km","1 781 cm3","Benzyna","149 KM","Manualna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Czerwony",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"12/01/1999","PL3619E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","15 999","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T Multitronic","B7 (2004-2007)","2005","209 000 km","1 781 cm3","Benzyna","163 KM","Automatyczna","Na przednie ko³a","11 l/100km","Kombi",NA,"5","5","Szary","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","122 990","Firmy","Osobowe","Audi","A6","2.0 TDI Quattro S tronic","C7 (2011-2018)","2016","188 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)","5 l/100km","Kombi","133 g/km","5","5","Bia³y","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","229 900","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2018","117 500 km","3 000 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Szary","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"27/09/2018",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","51 900","Firmy","Osobowe","Audi","A4 Allroad","quattro 2.0 TDI DPF",NA,"2012","239 000 km","1 968 cm3","Diesel","177 KM","Manualna","4x4 (sta³y)","6,90 l/100km","Kombi","153 g/km","5","5","Br¹zowy","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"Tak","Tak","Tak",NA,NA,NA,"1 miesiêcy",NA,NA,NA,NA,NA
"PLN","64 999","Osoby prywatnej","Osobowe","Audi","Q5",NA,"8R (2008-2016)","2012","196 000 km","1 984 cm3","Benzyna","211 KM","Automatyczna","4x4 (sta³y)","12 l/100km","SUV",NA,"5","5","Bia³y","Metalik",NA,"Stany Zjednoczone","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 45S","Tak",NA,NA,"10 l/100km","9 l/100km",NA,NA,NA,NA,"Tak",NA,NA
"PLN","264 600","Firmy","Osobowe","Audi","Q3",NA,NA,"2021","10 km","1 395 cm3","Hybryda","245 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Szary","Per³owy",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","274 200","Firmy","Osobowe","Audi","Q3",NA,NA,"2021","10 km","1 395 cm3","Hybryda","245 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","570 300","Firmy","Osobowe","Audi","e-tron GT",NA,NA,"2021","1 km",NA,"Elektryczny","476 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Szary","Per³owy",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","259 500","Firmy","Osobowe","Audi","Q5",NA,"FY (2017-)","2021","5 km","1 968 cm3","Diesel","163 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","607 300","Firmy","Osobowe","Audi","A7",NA,"C8 (2018-)","2021","10 km","2 995 cm3","Benzyna","340 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","298 000","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","10 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","499 900","Firmy","Osobowe","Audi","Q7",NA,"II (2015-)","2021","8 000 km","2 995 cm3","Hybryda","462 KM","Automatyczna","4x4 (sta³y)",NA,"SUV",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","189 900","Firmy","Osobowe","Audi","Q5",NA,"8R (2008-2016)","2020","44 900 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)",NA,"SUV",NA,"5","5","Bia³y","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"05/05/2020",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","224 900","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2019","14 094 km","1 968 cm3","Diesel","204 KM","Automatyczna","Na przednie ko³a",NA,"Sedan",NA,"4","5","Srebrny","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"12/06/2019",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","799 900","Firmy","Osobowe","Audi","RS7",NA,NA,"2021","1 km","3 996 cm3","Benzyna","600 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"5","5","Czerwony","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","424 900","Firmy","Osobowe","Audi","A8",NA,"D5 (2017-)","2020","13 867 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"4","5","Czarny","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"24/06/2020",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","249 900","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2020","12 052 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"4","5","Czarny","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"13/03/2020",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","674 900","Firmy","Osobowe","Audi","A8",NA,"D5 (2017-)","2020","6 318 km","4 000 cm3","Diesel","435 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"4","4","Niebieski",NA,NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"15/05/2020",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","721 600","Firmy","Osobowe","Audi","e-tron",NA,NA,"2021","1 km",NA,"Elektryczny","598 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","185 900","Firmy","Osobowe","Audi","Q5",NA,"FY (2017-)","2018","72 685 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)",NA,"SUV",NA,"5","5","Zielony","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"30/05/2018",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","439 900","Firmy","Osobowe","Audi","A8",NA,"D5 (2017-)","2020","21 314 km","3 000 cm3","Benzyna","340 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"4","5","Czarny","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"15/05/2020",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","349 900","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2020","8 316 km","1 986 cm3","Hybryda","367 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Czerwony",NA,NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"15/05/2020",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","539 900","Firmy","Osobowe","Audi","S7",NA,"C8 (2018-)","2021","34 353 km","2 967 cm3","Diesel","344 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"5","5","Czerwony","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"27/01/2021",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","763 900","Firmy","Osobowe","Audi","SQ7",NA,NA,"2021","10 km","3 996 cm3","Benzyna","507 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","7","Czarny","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","92 900","Firmy","Osobowe","Audi","A6",NA,"C7 (2011-2018)","2014","153 072 km","1 968 cm3","Diesel","190 KM","Automatyczna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"22/12/2014",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","149 900","Firmy","Osobowe","Audi","A4",NA,"B9 (2015-)","2019","51 322 km","1 968 cm3","Diesel","163 KM","Automatyczna","Na przednie ko³a",NA,"Kombi",NA,"4","5","Czarny","Metalik",NA,"Polska",NA,"Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"21/10/2019",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","305 600","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","10 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","247 400","Firmy","Osobowe","Audi","Q3",NA,NA,"2021","10 km","1 395 cm3","Hybryda","245 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","195 500","Firmy","Osobowe","Audi","Q3",NA,NA,"2021","10 km","1 498 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","274 000","Firmy","Osobowe","Audi","Q4",NA,NA,"2021","1 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","34 800","Osoby prywatnej","Osobowe","Audi","A3","1.4 TFSI Sportback",NA,"2012","163 000 km","1 390 cm3","Benzyna","125 KM","Manualna",NA,"7,30 l/100km","Kompakt",NA,"5","5","Be¿owy","Metalik",NA,"Niemcy",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","271 300","Firmy","Osobowe","Audi","Q4",NA,NA,"2021","1 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV",NA,"5","5","Bia³y","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","284 500","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","1 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","281 400","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","1 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Bia³y",NA,NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","23 900","Firmy","Osobowe","Audi","A6","3.0 TDI Quattro Tiptronic","C6 (2004-2011)","2005","302 999 km","2 967 cm3","Diesel","224 KM","Automatyczna","4x4 (do³¹czany automatycznie)","11 l/100km","Sedan",NA,"5","5","Srebrny","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"13/09/2005","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","247 000","Firmy","Osobowe","Audi","Q3",NA,NA,"2021",NA,"1 395 cm3","Hybryda","245 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Szary","Per³owy",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","281 700","Firmy","Osobowe","Audi","A4 Allroad",NA,NA,"2021","10 km","1 968 cm3","Diesel","204 KM","Automatyczna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Bia³y","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","300 000","Firmy","Osobowe","Audi","Q4",NA,NA,"2021","600 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","284 600","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","2 400 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Szary","Per³owy",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","13 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"C5 (1997-2004)","2002","267 000 km","1 781 cm3","Benzyna+LPG","149 KM","Manualna","Na przednie ko³a",NA,"Sedan",NA,"4","5","Niebieski","Per³owy",NA,NA,"Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","44 000","Osoby prywatnej","Osobowe","Audi","Q7","4.2 TDI DPF quattro tiptronic","I (2005-2015)","2007","300 000 km","4 134 cm3","Diesel","327 KM","Automatyczna",NA,"14,90 l/100km","SUV",NA,"5","5","Czarny","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","189 900","Firmy","Osobowe","Audi","Q5",NA,NA,"2018","38 131 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)",NA,"SUV",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"03/12/2018",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","189 900","Firmy","Osobowe","Audi","A4 Allroad",NA,NA,"2020","30 430 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Bia³y",NA,NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"13/02/2020",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","280 000","Osoby prywatnej","Osobowe","Audi","RS5","Coupe 2.9 TFSI quattro tiptronic",NA,"2018","51 900 km","2 894 cm3","Benzyna","450 KM","Automatyczna","4x4 (sta³y)","11,50 l/100km","Coupe","197 g/km","2","4","Szary",NA,NA,"Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"20/02/2018",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","64 900","Osoby prywatnej","Osobowe","Audi","A6","2.0 TDI Multitronic",NA,"2012","278 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","6 l/100km","Kombi",NA,"5","5","Niebieski","Metalik","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WH0370A","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","10 999","Osoby prywatnej","Osobowe","Audi","A3","1.6 Attraction","8P (2003-2012)","2005","229 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a","8 l/100km","Kompakt",NA,"3","5","Czarny","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"29/03/2005",NA,NA,NA,NA,"7 l/100km","6 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","130 345","Osoby prywatnej","Osobowe","Audi","Q2","35 TFSI S Line S tronic",NA,"2020","21 000 km","1 498 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a","5 l/100km","SUV","116 g/km","5","5","Szary","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"13/11/2020","ZS917MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","139 900","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI Quattro Sport S tronic","B9 (2015-)","2019","105 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)","5 l/100km","Kombi",NA,"4","5","Bia³y",NA,NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,"10/04/2024",NA,"09/04/2019","null","Tak","Tak",NA,NA,NA,NA,NA,NA,"150 000 km",NA,NA,NA
"PLN","294 500","Firmy","Osobowe","Audi","Q7","50 TDI quattro tiptronic","II (2015-)","2018","66 269 km","2 967 cm3","Diesel","285 KM","Automatyczna","4x4 (sta³y)","7,20 l/100km","SUV","172 g/km","5","7","Szary","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"GSP9C70","Tak","Tak",NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,"Tak",NA
